表内序号,五要素,表名,中文表名,字段名称,字段描述,字段类型,长度,内部标识符,中文名称,标识符,数据类型,表示格式
5,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,CSRQ,出生日期,DATE,,DE00008,出生日期,CSRQ,日期型（date）,d8（YYYYMMDD）
6,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,XB,性别,VARCHAR2,1,DE00007,性别代码,XBDM,字符型（string）,c1
7,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,MZ,民族,VARCHAR2,2,DE00011,民族代码,MZDM,字符型（string）,c2
8,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,JG,籍贯,VARCHAR2,6,DE00016,籍贯省市县代码,JGSSXDM,字符型（string）,c6
10,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,ZJHM,证件号码,VARCHAR2,18,DE00001,公民身份号码,GMSFHM,字符型（string）,c18
11,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,BMCH,别名/绰号,VARCHAR2,50,DE00030,别名/绰号,BMCH,字符型（string）,c..50
12,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,CYM,曾用名,VARCHAR2,50,DE00029,曾用名,CYM,字符型（string）,c..50
13,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,YWXM,英文姓名,VARCHAR2,100,DE00006,外文姓名,WWXM,字符型（string）,c..82
14,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,WHCD,文化程度,VARCHAR2,10,DE00013,学历代码,XLDM,字符型（string）,c2
15,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,ZZMM,政治面貌,VARCHAR2,10,DE00036,政治面貌代码,ZZMMDM,字符型（string）,c2
16,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,HYZK,婚姻状况,VARCHAR2,10,DE00014,婚姻状况代码,HYZKDM,字符型（string）,c2
17,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,GZDWDM,工作单位代码（外键，单位基本信息表的SYTSEMID）,VARCHAR2,40,,,,,
18,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,ZY,职业,VARCHAR2,100,DE00019,职业,ZY,字符型（string）,c..60
19,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,SF,身份,VARCHAR2,100,DE00018,个人身份代码,GRSFDM,字符型（string）,c2
20,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,ZJ,宗教,VARCHAR2,100,DE00025,宗教信仰代码,ZJXYDM,字符型（string）,c2
21,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,ZC,专长,VARCHAR2,100,,,,,
22,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,XX,血型,VARCHAR2,10,,,,,
23,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,SG,身高（单位厘米）,VARCHAR2,3,DE00012,身高,SG,数值型（numeric）,n..3
24,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,GJDQ,国家地区,VARCHAR2,10,DE00015,籍贯国家/地区代码,JGGJDQDM,字符型（string）,c3
25,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,BYZK,兵役状况,VARCHAR2,10,DE00024,兵役状况代码,BYZKDM,字符型（string）,c1
26,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,CSD,出生地,VARCHAR2,200,DE00010,出生地省市县代码,CSDSSXDM,字符型（string）,c6
27,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,XZZDZBM,现住址地址编码（外键，对应标准地址库信息的SYSTEMID字段）,VARCHAR2,75,,,,,
29,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,FWBH,房屋编号,VARCHAR2,75,,,,,
30,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,HJDQC,户籍地全称,VARCHAR2,200,DE00075,户籍地地址名称,HJDDZMC,字符型（string）,c..100
31,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,GXPCSID,管辖派出所ID,VARCHAR2,13,,,,,
32,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,GXPCSMC,管辖派出所名称,VARCHAR2,200,,,,,
33,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,LXDH,联系电话,VARCHAR2,30,DE00216,联系电话,LXDH,字符型（string）,c..18
34,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,CJRXM,创建人姓名,VARCHAR2,30,DE00002,创建人姓名,CJRXM,字符型（string）,c..50
35,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,CJRSFZ,创建人身份证,VARCHAR2,30,DE00001,创建人公民身份号码,CJRGMSFHM,字符型（string）,c18
37,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,CJBMDM,创建部门代码,VARCHAR2,12,,,,,
38,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,CJSJ,创建时间（默认为sysdate）,DATE,,,,,,
40,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,XGRSFZ,修改人身份证,VARCHAR2,30,DE00001,修改人公民身份号码,XGRGMSFHM,字符型（string）,c18
41,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,XGBMMC,修改部门名称,VARCHAR2,150,,,,,
43,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,XGSJ,修改时间,DATE,,DE00102,修改时间,XGSJ,日期时间型（datetime）,t6（hhmmss）
44,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,SCBZ,删除标志（默认为0）,VARCHAR2,1,,,,,
45,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,DATASOURCE,数据来源,VARCHAR2,4,,,,,
46,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,RKSJ,入库时间,DATE,,DE00102,入库时间,RKSJ,日期时间型（datetime）,t6（hhmmss）
47,人员要素,JZ_JCXX_SYRKXX,警综_新疆籍_实有人口信息,DEP_ACTION_FLAG,,VARCHAR2,1,,,,,
2,人要素,JZ_RK_SYRKJZGJ,警综_人口_实有人口居住轨迹,RYID,人员ID（外键，对应实有人口信息的RK_SYSTEMID）,NUMBER,,,,,,
3,人要素,JZ_RK_SYRKJZGJ,警综_人口_实有人口居住轨迹,JZD,居住地,VARCHAR2,300,DE00075,地址名称,DZMC,字符型（string）,c..100
4,人要素,JZ_RK_SYRKJZGJ,警综_人口_实有人口居住轨迹,JZKSSJ,居住开始时间,VARCHAR2,19,DE00101,居住开始日期,JZKSRQ,日期型（date）,d8（YYYYMMDD）
5,人要素,JZ_RK_SYRKJZGJ,警综_人口_实有人口居住轨迹,JZLKSJ,居住离开时间,VARCHAR2,19,DE00101,居住离开日期,JZLKRQ,日期型（date）,d8（YYYYMMDD）
6,人要素,JZ_RK_SYRKJZGJ,警综_人口_实有人口居住轨迹,FWBH,房屋编号（外键，对应房屋基本信息的FWBH字段）,VARCHAR2,75,,,,,
7,人要素,JZ_RK_SYRKJZGJ,警综_人口_实有人口居住轨迹,XZZDZBH,现住址地址编号,VARCHAR2,75,,,,,
8,人要素,JZ_RK_SYRKJZGJ,警综_人口_实有人口居住轨迹,GXPCSID,管辖派出所id,VARCHAR2,75,,,,,
9,人要素,JZ_RK_SYRKJZGJ,警综_人口_实有人口居住轨迹,JZLX,居住类型,VARCHAR2,5,,,,,
10,人要素,JZ_RK_SYRKJZGJ,警综_人口_实有人口居住轨迹,CJRLB,采集人类别,VARCHAR2,2,,,,,
11,人要素,JZ_RK_SYRKJZGJ,警综_人口_实有人口居住轨迹,CJYJ,采集依据,VARCHAR2,2,,,,,
12,人要素,JZ_RK_SYRKJZGJ,警综_人口_实有人口居住轨迹,CJRXM,创建人姓名,VARCHAR2,"4,000",DE00002,创建人姓名,CJRXM,字符型（string）,c..150
13,人要素,JZ_RK_SYRKJZGJ,警综_人口_实有人口居住轨迹,CJRSFZ,创建人身份证,VARCHAR2,"4,000",DE00001,创建人公民身份号码,CJRGMSFHM,字符型（string）,c18
14,人要素,JZ_RK_SYRKJZGJ,警综_人口_实有人口居住轨迹,CJBMMC,创建部门名称,VARCHAR2,150,,,,,
15,人要素,JZ_RK_SYRKJZGJ,警综_人口_实有人口居住轨迹,CJBMDM,创建部门代码,VARCHAR2,12,,,,,
16,人要素,JZ_RK_SYRKJZGJ,警综_人口_实有人口居住轨迹,CJSJ,创建时间（默认为sysdate）,DATE,,DE00101,创建日期,CJRQ,日期型（date）,d8（YYYYMMDD）
17,人要素,JZ_RK_SYRKJZGJ,警综_人口_实有人口居住轨迹,SCBZ,删除标志（默认为0）,VARCHAR2,1,,,,,
18,人要素,JZ_RK_SYRKJZGJ,警综_人口_实有人口居住轨迹,XGRXM,修改人姓名,VARCHAR2,"4,000",DE00002,修改人姓名,XGRXM,字符型（string）,c..150
19,人要素,JZ_RK_SYRKJZGJ,警综_人口_实有人口居住轨迹,XGRSFZ,修改人身份证,VARCHAR2,"4,000",DE00001,修改人公民身份号码,XGRGMSFHM,字符型（string）,c18
20,人要素,JZ_RK_SYRKJZGJ,警综_人口_实有人口居住轨迹,XGBMMC,修改部门名称,VARCHAR2,150,,,,,
21,人要素,JZ_RK_SYRKJZGJ,警综_人口_实有人口居住轨迹,XGBMDM,修改部门代码,VARCHAR2,12,,,,,
22,人要素,JZ_RK_SYRKJZGJ,警综_人口_实有人口居住轨迹,XGSJ,修改时间,DATE,,DE00101,修改日期,XGRQ,日期型（date）,d8（YYYYMMDD）
23,人要素,JZ_RK_SYRKJZGJ,警综_人口_实有人口居住轨迹,SJLY,数据来源,VARCHAR2,4,,,,,
24,人要素,JZ_RK_SYRKJZGJ,警综_人口_实有人口居住轨迹,RKSJ,入库时间,DATE,,DE00102,入库时间,RQSJ,日期时间型（datetime）,t6（hhmmss）
25,人要素,JZ_RK_SYRKJZGJ,警综_人口_实有人口居住轨迹,DEP_ACTION_FLAG,操作标志,VARCHAR2,1,,,,,
26,人要素,JZ_RK_SYRKJZGJ,警综_人口_实有人口居住轨迹,DEP_ACTION_TIME,操作时间,DATE,,,,,,
1,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,XTBH,系统编号,NUMBER,,,,,,
2,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,RYID,人员ID,NUMBER,,,,,,
5,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,CSRQ,出生日期,DATE,,DE00008,出生日期,CSRQ,日期型（date）,d8（YYYYMMDD）
6,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,XB,性别,VARCHAR2,1,DE00007,性别代码,XBDM,字符型（string）,c1
7,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,MZ,民族,VARCHAR2,2,,,,,
8,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,JG,籍贯,VARCHAR2,6,DE00016,籍贯省市县代码,JGSSXDM,字符型（string）,c6
10,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,ZJHM,证件号码,VARCHAR2,18,,,,,
11,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,BMCH,别名/绰号,VARCHAR2,50,DE00030,别名/绰号,BMCH,字符型（string）,c..50
12,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,CYM,曾用名,VARCHAR2,50,DE00029,曾用名,CYM,字符型（string）,c..50
13,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,YWXM,英文姓名,VARCHAR2,100,DE00006,外文姓名,WWXM,字符型（string）,c..82
14,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,WHCD,文化程度,VARCHAR2,10,DE00013,学历代码,XLDM,字符型（string）,c2
15,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,ZZMM,政治面貌,VARCHAR2,10,DE00036,政治面貌代码,ZZMMDM,字符型（string）,c2
17,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,GZDWDM,工作单位代码（外键，单位基本信息表的SYTSEMID）,VARCHAR2,40,DE00065,单位名称,DWMC,字符型（string）,c..100
18,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,ZY,职业,VARCHAR2,100,DE00019,职业,ZY,字符型（string）,c..60
19,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,SF,身份,VARCHAR2,100,DE00018,个人身份代码,GRSFDM,字符型（string）,c2
20,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,ZJ,宗教,VARCHAR2,100,DE00025,宗教信仰代码,ZJXYDM,字符型（string）,c2
22,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,XX,血型,VARCHAR2,10,,,,,
23,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,SG,身高（单位厘米）,VARCHAR2,3,DE00012,身高,SG,数值型（numeric）,n..3
24,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,GJDQ,国家地区,VARCHAR2,10,DE00069,国家和地区代码,GJHDQDM,字符型（string）,c3
26,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,CSD,出生地,VARCHAR2,200,DE00010,出生地省市县代码,CSDSSXDM,字符型（string）,c6
27,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,XZZDZBM,现住址地址编码（外键，对应标准地址库信息的SYSTEMID字段）,VARCHAR2,75,,,,,
28,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,XZZDZQC,现住址地址全称,VARCHAR2,200,DE00075,现住地址名称,XZDZMC,字符型（string）,c..100
29,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,FWBH,房屋编号,VARCHAR2,75,,,,,
30,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,HJDQC,户籍地全称,VARCHAR2,200,,,,,
31,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,GXPCSID,管辖派出所ID,VARCHAR2,15,,,,,
32,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,GXPCSMC,管辖派出所名称,VARCHAR2,200,DE00065,管辖派出所单位名称,GXPCSDWMC,字符型（string）,c..100
33,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,LXDH,联系电话,VARCHAR2,30,DE00216,联系电话,LXDH,字符型（string）,c..18
34,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,CJRXM,创建人姓名,VARCHAR2,30,DE00002,创建人姓名,CJRXM,字符型（string）,c..50
35,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,CJRSFZ,创建人身份证,VARCHAR2,30,DE00001,创建人公民身份号码,CJRGMSFHM,字符型（string）,c18
36,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,CJBMMC,创建部门名称,VARCHAR2,120,,,,,
37,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,CJBMDM,创建部门代码,VARCHAR2,12,,,,,
38,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,CJSJ,创建时间（默认为sysdate）,DATE,,DE00101,创建日期,CJRQ,日期型（date）,d8（YYYYMMDD）
39,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,XGRXM,修改人姓名,VARCHAR2,30,DE00002,修改人姓名,XGRXM,字符型（string）,c..150
40,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,XGRSFZ,修改人身份证,VARCHAR2,30,DE00001,修改人公民身份号码,XGRGMSFHM,字符型（string）,c18
41,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,XGBMMC,修改部门名称,VARCHAR2,150,,,,,
42,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,XGBMDM,修改部门代码,VARCHAR2,12,,,,,
43,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,XGSJ,修改时间,DATE,,DE00102,修改时间,XGSJ,日期时间型（datetime）,t6（hhmmss）
44,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,SCBZ,删除标志（默认为0）,VARCHAR2,1,,,,,
45,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,DATASOURCE,,VARCHAR2,10,,,,,
46,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,RKSJ,,DATE,,,,,,
47,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,DEP_ACTION_FLAG,,VARCHAR2,1,,,,,
48,人要素,JZ_RK_SYRKXX,警综_人口_实有人口信息,DEP_ACTION_TIME,,DATE,,,,,,
1,人要素,JZ_RK_ZZRK,警综_人口_暂住人口,XM,姓名,VARCHAR2,75,DE00002,姓名,XM,字符型（string）,c..50
2,人要素,JZ_RK_ZZRK,警综_人口_暂住人口,CSRQ,出生日期,DATE,,DE00008,出生日期,CSRQ,日期型（date）,d8（YYYYMMDD）
4,人要素,JZ_RK_ZZRK,警综_人口_暂住人口,MZ,民族,VARCHAR2,2,,,,,
5,人要素,JZ_RK_ZZRK,警综_人口_暂住人口,JG,籍贯,VARCHAR2,6,DE00016,籍贯省市县代码,JGSSXDM,字符型（string）,c6
8,人要素,JZ_RK_ZZRK,警综_人口_暂住人口,GZDWDM,工作单位代码,VARCHAR2,40,DE00021,服务处所,FWCS,字符型（string）,c..100
9,人要素,JZ_RK_ZZRK,警综_人口_暂住人口,ZY,职业,VARCHAR2,100,DE00019,职业,ZY,字符型（string）,c..60
10,人要素,JZ_RK_ZZRK,警综_人口_暂住人口,XZZDZBM,现住址地址编码,VARCHAR2,75,,,,,
11,人要素,JZ_RK_ZZRK,警综_人口_暂住人口,XZZDZQC,现住址地址全称,VARCHAR2,200,DE00075,现住地址名称,XZDZMC,字符型（string）,c..100
12,人要素,JZ_RK_ZZRK,警综_人口_暂住人口,JZLX,居住类型,VARCHAR2,5,,,,,
13,人要素,JZ_RK_ZZRK,警综_人口_暂住人口,DEP_ACTION_TIME,,DATE,,,,,,
14,人要素,JZ_RK_ZZRK,警综_人口_暂住人口,DEP_ACTION_FLAG,,VARCHAR2,1,,,,,
15,人要素,JZ_RK_ZZRK,警综_人口_暂住人口,RYID,人员编号,NUMBER,,DE00038,人员编号,RYBH,字符型（string）,c23
16,人要素,JZ_RK_ZZRK,警综_人口_暂住人口,XTBH,实有人口系统编号,NUMBER,,,,,,
1,人员要素,JZ_RYCLQK,警综_人员处理情况,WYBZ,,VARCHAR2,75,,,,,
3,人员要素,JZ_RYCLQK,警综_人员处理情况,RYBH,涉案人员编号,VARCHAR2,75,DE00038,涉案人员编号,SARYBH,字符型（string）,c23
4,人员要素,JZ_RYCLQK,警综_人员处理情况,AJWYID,案事件唯一ID对应此人涉案的案事件唯一编号,VARCHAR2,75,,,,,
5,人员要素,JZ_RYCLQK,警综_人员处理情况,CLLB,处理方式,VARCHAR2,30,,,,,
6,人员要素,JZ_RYCLQK,警综_人员处理情况,CLYY,处理原因,VARCHAR2,"1,500",,,,,
7,人员要素,JZ_RYCLQK,警综_人员处理情况,ZXSJ,执行时间,VARCHAR2,14,DE00101,执行日期,ZXRQ,日期型（date）,d8（YYYYMMDD）
8,人员要素,JZ_RYCLQK,警综_人员处理情况,JSSJ,结束时间,VARCHAR2,14,DE00101,结束日期,JSRQ,日期型（date）,d8（YYYYMMDD）
9,人员要素,JZ_RYCLQK,警综_人员处理情况,JBR,经办人,VARCHAR2,45,DE00002,经办人姓名,JBRXM,字符型（string）,c..50
10,人员要素,JZ_RYCLQK,警综_人员处理情况,CLDW,处理单位,VARCHAR2,150,DE00065,处理单位名称,CLDWMC,字符型（string）,c..100
11,人员要素,JZ_RYCLQK,警综_人员处理情况,ZXCS,执行场所,VARCHAR2,150,,,,,
12,人员要素,JZ_RYCLQK,警综_人员处理情况,RKSJ,入情报库时间,DATE,,DE00102,入情报库时间,RQBKSJ,日期时间型（datetime）,t6（hhmmss）
14,人员要素,JZ_RYCLQK,警综_人员处理情况,SCBZ,删除标志，0-正常，1-删除,VARCHAR2,1,,,,,
16,人员要素,JZ_RYCLQK,警综_人员处理情况,DEP_ACTION_TIME,操作时间,DATE,,,,,,
1,人员要素,JZ_SABAQTR,警综_受案报案其他人,WYBZ,唯一标识,VARCHAR2,75,,,,,
2,人员要素,JZ_SABAQTR,警综_受案报案其他人,LYGS,来源公司表明信息来源公司，联宏-L，华南-H,VARCHAR2,1,,,,,
3,人员要素,JZ_SABAQTR,警综_受案报案其他人,RYBH,人员编号,VARCHAR2,150,DE00038,人员编号,RYBH,字符型（string）,c23
5,人员要素,JZ_SABAQTR,警综_受案报案其他人,CYM,曾用名,VARCHAR2,150,DE00029,曾用名,CYM,字符型（string）,c..50
6,人员要素,JZ_SABAQTR,警综_受案报案其他人,TSSF,特殊身份,VARCHAR2,150,DE00032,特殊身份代码,TSSFDM,字符型（string）,c2
8,人员要素,JZ_SABAQTR,警综_受案报案其他人,CSRQ,出生日期,VARCHAR2,14,DE00008,出生日期,CSRQ,日期型（date）,d8（YYYYMMDD）
9,人员要素,JZ_SABAQTR,警综_受案报案其他人,XB,性别,VARCHAR2,150,DE00007,性别代码,XBDM,字符型（string）,c1
10,人员要素,JZ_SABAQTR,警综_受案报案其他人,GJ,国籍,VARCHAR2,150,DE00017,国籍代码,GJDM,字符型（string）,c3
11,人员要素,JZ_SABAQTR,警综_受案报案其他人,SFZH,身份证号,VARCHAR2,250,DE00001,公民身份号码,GMSFHM,字符型（string）,c18
12,人员要素,JZ_SABAQTR,警综_受案报案其他人,ZJZL,证件种类,VARCHAR2,150,DE00085,常用证件代码,CYZJDM,字符型（string）,c3
13,人员要素,JZ_SABAQTR,警综_受案报案其他人,ZJHM,证件号码(trim),VARCHAR2,250,DE00001,证件号码（trim）,ZJHM,字符型（string）,c18
14,人员要素,JZ_SABAQTR,警综_受案报案其他人,SWQK,伤亡情况,VARCHAR2,150,,,,,
15,人员要素,JZ_SABAQTR,警综_受案报案其他人,SHXS,受害形式,VARCHAR2,150,DE00202,人身受害形式代码,RSSHXSDM,字符型（string）,c1
16,人员要素,JZ_SABAQTR,警综_受案报案其他人,LXFS,联系方式,VARCHAR2,250,DE00216,联系电话,LXDH,字符型（string）,c..18
17,人员要素,JZ_SABAQTR,警综_受案报案其他人,GZDW,工作单位,VARCHAR2,150,DE00021,服务处所,FWCS,字符型（string）,c..100
18,人员要素,JZ_SABAQTR,警综_受案报案其他人,HJDQH,户籍地区划,VARCHAR2,150,DE00070,户籍地区划,HJDXZQHDM,字符型（string）,c6
19,人员要素,JZ_SABAQTR,警综_受案报案其他人,HJDXZ,户籍地详址,VARCHAR2,150,DE00075,户籍地详址,HJDDZMC,字符型（string）,c..100
20,人员要素,JZ_SABAQTR,警综_受案报案其他人,JZDQH,居住地区划,VARCHAR2,150,DE00070,行政区划代码,JZDXZQHDM,字符型（string）,c6
21,人员要素,JZ_SABAQTR,警综_受案报案其他人,JZDXZ,居住地详址,VARCHAR2,250,DE00075,居住地详址,JZDDZMC,字符型（string）,c..100
22,人员要素,JZ_SABAQTR,警综_受案报案其他人,BZ,备注,VARCHAR2,"1,024",,,,,
23,人员要素,JZ_SABAQTR,警综_受案报案其他人,TBR,填表人,VARCHAR2,150,DE00002,姓名,TBRXM,字符型（string）,c..50
24,人员要素,JZ_SABAQTR,警综_受案报案其他人,TBSJ,填表时间,VARCHAR2,14,DE00101,填表日期,TBRQ,日期型（date）,d8（YYYYMMDD）
25,人员要素,JZ_SABAQTR,警综_受案报案其他人,RKSJ,入情报库时间,DATE,,DE00102,入情报库时间,RQBKSJ,日期时间型（datetime）,t6（hhmmss）
26,人员要素,JZ_SABAQTR,警综_受案报案其他人,ZHXGSJ,最后修改时间,DATE,,DE00102,最后修改时间,ZHXGSJ,日期时间型（datetime）,t6（hhmmss）
27,人员要素,JZ_SABAQTR,警综_受案报案其他人,AJBH,接处警编号、案件唯一编号，确保接处警与案事件对应,VARCHAR2,75,DE00092,案件编号,AJBH,字符型（string）,c23
